0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140
2,0.61523,-0.20486,-0.71686,-1.6072,-2.3579,-3.0227,-3.2963,-3.105,-2.7678,-2.2692,-1.7122,-1.2242,-0.92558,-0.83049,-0.68165,-0.36788,-0.04066,0.23744,0.38781,0.3634,0.43627,0.48593,0.32775,0.35628,0.49366,0.40962,0.34046,0.40256,0.43869,0.39554,0.36426,0.39825,0.41077,0.40998,0.40706,0.38668,0.40417,0.39664,0.34246,0.35644,0.37229,0.3263,0.35405,0.39384,0.32512,0.30872,0.29307,0.25778,0.31426,0.23423,0.1568,0.19856,0.1059,0.078983,0.11557,0.027404,0.020269,0.041726,-0.010285,-0.005898,-0.0001524,-0.068222,-0.092611,-0.068707,-0.071955,-0.069733,-0.082367,-0.08602,-0.013574,0.023425,-0.0052134,0.078572,0.20064,0.20446,0.21181,0.26652,0.3318,0.36975,0.34443,0.4266,0.51656,0.47327,0.50361,0.5528,0.56131,0.63269,0.67798,0.68485,0.70899,0.71991,0.73456,0.76464,0.79866,0.82538,0.78163,0.70706,0.76783,0.82516,0.80183,0.84366,0.81646,0.78827,0.82456,0.79602,0.8618,0.85983,0.71849,0.81219,0.93986,0.87485,0.87063,0.88249,0.79689,0.79476,0.70897,0.47024,0.45768,0.56056,0.54323,0.4765,0.34007,0.2214,0.15654,0.051074,0.054936,0.23131,0.35275,0.31581,0.16833,-0.17204,-0.76342,-1.3174,-1.8046,-2.3725,-2.8614,-3.4574,-3.3837,-2.5345,-2.068,-0.13892
1,-1.9535,-3.8092,-4.6417,-4.5998,-3.6686,-2.0641,-1.5497,-1.2305,-0.41823,-0.069757,-0.080413,-0.16034,-0.031827,-0.063304,-0.072209,-0.09496,-0.071013,-0.082402,-0.073811,-0.18889,-0.13477,-0.27583,-0.30588,-0.37061,-0.39439,-0.42906,-0.48003,-0.41161,-0.48378,-0.5789,-0.71733,-0.79886,-0.89374,-0.83412,-0.85572,-0.80159,-0.85589,-0.75935,-0.65767,-0.5246,-0.34741,-0.31561,-0.24564,-0.18672,-0.074266,0.08298,0.1715,0.1832,0.20555,0.16538,0.22812,0.36737,0.19806,0.31949,0.28439,0.32666,0.42757,0.27548,0.35226,0.27145,0.36752,0.36564,0.36348,0.36998,0.37523,0.32148,0.29773,0.48179,0.42601,0.49559,0.49321,0.55422,0.51882,0.49487,0.59989,0.60385,0.71269,0.54526,0.62394,0.48225,0.51294,0.55076,0.63683,0.49663,0.44853,0.471,0.61419,0.4219,0.43798,0.41611,0.38336,0.45948,0.40338,0.412,0.68721,0.91347,1.0378,1.0938,1.3396,1.4264,1.6347,1.8482,1.7012,1.6981,1.5547,1.4806,1.2482,1.0341,0.63701,0.34758,-0.070493,-0.32939,-0.35144,-0.39609,-0.2981,-0.41831,-0.49531,-0.49396,-0.49366,-0.31639,-0.39945,-0.40488,-0.60722,-0.50768,-0.28361,-0.36507,-0.43514,-0.12133,0.39898,0.83313,0.62502,0.65803,0.77405,0.80527,0.83178,0.53321,0.65364,0.74384,-0.071922,-2.0406
2,0.75064,0.52128,-0.035404,-0.57959,-0.92087,-1.2069,-1.3925,-1.4311,-1.137,-0.82005,-0.58938,-0.56213,-0.49262,-0.18998,-0.010442,0.018517,0.013909,0.010382,-0.023163,-0.010937,0.0079044,-0.014203,-0.0047669,-0.0094449,-0.012212,-0.039793,-0.038059,-0.029623,-0.064698,-0.13342,-0.08858,-0.072373,-0.10236,-0.12528,-0.12858,-0.13487,-0.11107,-0.095944,-0.19651,-0.18698,-0.21259,-0.21371,-0.23079,-0.2676,-0.2644,-0.26433,-0.32467,-0.31963,-0.32078,-0.32271,-0.30097,-0.30222,-0.30054,-0.33302,-0.28955,-0.24722,-0.25815,-0.18851,-0.19536,-0.19083,-0.16186,-0.15504,-0.082986,-0.047005,-0.051347,-0.062097,-0.0070603,0.020814,0.047242,0.082432,0.00042315,0.063763,0.06368,0.061795,0.046117,0.084669,0.090215,0.076045,0.054346,0.081739,0.086775,0.10223,0.13604,0.070689,0.054708,0.11687,0.11037,0.10587,0.11778,0.11098,0.16695,0.13935,0.11143,0.18544,0.15005,0.21268,0.19207,0.22904,0.21164,0.21593,0.22852,0.2142,0.23907,0.25059,0.26232,0.27653,0.35333,0.40859,0.46998,0.54653,0.66478,0.77224,0.9318,0.95406,1.0339,1.2027,1.3582,1.4908,1.6232,1.8294,2.0526,2.2552,2.3724,2.623,2.6711,2.4431,2.0205,1.646,1.2356,0.36152,-0.36188,-0.81311,-0.99774,-1.5977,-2.7681,-3.4235,-3.7387,-3.7523,-3.095,-2.2607
4,0.42364,-0.55699,-1.0648,-2.0858,-2.6534,-3.1252,-3.1632,-3.0687,-2.7974,-2.1539,-1.5162,-1.0474,-0.96453,-1.0381,-0.67332,-0.26806,-0.061399,0.010575,0.014777,0.13546,0.083585,-0.068869,-0.022059,-0.091939,-0.066575,-0.030704,-0.13237,-0.042553,0.043066,0.0091778,-0.02414,-0.009364,-0.05298,-0.083287,-0.014019,-0.11364,-0.28667,-0.21384,-0.14508,-0.11058,-0.13708,-0.23426,-0.29274,-0.3988,-0.34974,-0.36426,-0.41129,-0.4501,-0.51317,-0.44945,-0.53667,-0.59965,-0.52347,-0.47829,-0.55222,-0.65704,-0.60615,-0.55603,-0.58025,-0.59472,-0.71564,-0.70089,-0.56978,-0.56138,-0.47912,-0.517,-0.58267,-0.4829,-0.51974,-0.48825,-0.27035,-0.21908,-0.239,-0.26427,-0.2417,-0.1937,-0.19582,-0.091256,-0.072843,-0.17249,-0.13098,-0.076272,-0.12567,-0.071404,-0.0017078,-0.0058781,0.044989,0.01397,0.021593,0.037276,0.0020795,0.065453,0.050941,0.055077,0.067151,0.043185,0.12196,0.12234,0.043066,0.13141,0.23077,0.1958,0.23693,0.27379,0.33157,0.40126,0.31989,0.34511,0.36097,0.43968,0.48325,0.45933,0.62513,0.61986,0.55891,0.57566,0.64886,0.64946,0.55432,0.69229,0.89791,0.95168,1.0593,1.4637,1.8458,2.0114,2.0355,1.9157,1.8907,1.8121,1.8778,2.3601,2.8547,2.7071,2.0334,1.6009,1.2806,1.6005,1.0424,1.2374
1,0.76435,-1.6722,-3.5938,-4.1693,-3.9528,-3.6983,-2.5377,-1.7106,-1.4867,-0.80257,-0.33605,-0.21476,-0.33927,-0.28038,-0.34256,-0.3446,-0.27271,-0.30879,-0.31409,-0.30042,-0.28443,-0.30211,-0.47709,-0.45021,-0.42783,-0.538,-0.4945,-0.62542,-0.64462,-0.63841,-0.6689,-0.72049,-0.71017,-0.75394,-0.83637,-0.85229,-0.84779,-0.80006,-0.69542,-0.68446,-0.59894,-0.58392,-0.43574,-0.33531,-0.31054,-0.18555,-0.21499,-0.028435,-0.12981,-0.030035,0.055853,-0.0090735,0.023999,0.022609,0.078585,0.068626,0.020002,0.092054,0.11625,0.12634,0.19743,0.18534,0.18053,0.23157,0.25011,0.32172,0.30957,0.39261,0.40112,0.49535,0.44953,0.40248,0.60063,0.57065,0.54842,0.55886,0.60467,0.51631,0.52382,0.48649,0.51103,0.43782,0.53049,0.46253,0.42336,0.38891,0.36529,0.37717,0.33903,0.36609,0.27984,0.2982,0.31035,0.24418,0.40742,0.51763,0.65078,0.89298,1.0561,1.0591,1.3788,1.6738,1.8606,1.9465,1.859,1.7591,1.5176,1.316,1.1257,0.92712,0.47051,0.15921,-0.18208,-0.27998,-0.37414,-0.379,-0.33408,-0.36076,-0.33623,-0.35185,-0.28699,-0.33894,-0.33402,-0.36557,-0.35234,-0.33642,-0.28786,-0.32271,-0.054664,0.49644,0.88659,0.83886,0.97538,1.2938,1.2767,1.1234,1.2639,1.8811,2.0771,-0.35121
2,0.15796,-0.36785,-0.65352,-1.3324,-1.8036,-2.1079,-2.3371,-2.4345,-2.3054,-2.0702,-1.7753,-1.2816,-0.81775,-0.5193,-0.35345,-0.29936,-0.15489,0.12692,0.31014,0.32155,0.32426,0.37984,0.37173,0.27269,0.21998,0.2619,0.29969,0.3253,0.3659,0.35842,0.30348,0.26871,0.24028,0.21321,0.26127,0.32426,0.3253,0.3378,0.34836,0.34472,0.30348,0.21224,0.21662,0.24285,0.15416,0.13718,0.24037,0.31421,0.3677,0.29072,0.19954,0.30409,0.30853,0.2372,0.24506,0.24111,0.26213,0.22954,0.20542,0.31177,0.30348,0.22857,0.33613,0.33641,0.25805,0.32426,0.3295,0.34518,0.36549,0.31417,0.32426,0.38799,0.46174,0.45817,0.4607,0.53214,0.52369,0.49351,0.47926,0.41398,0.44899,0.56454,0.55987,0.57196,0.59078,0.55292,0.57395,0.55279,0.58795,0.63412,0.55292,0.53167,0.52061,0.5194,0.53013,0.51135,0.5468,0.56071,0.59871,0.57644,0.51135,0.55332,0.51489,0.56289,0.66807,0.61529,0.6253,0.65201,0.67694,0.69299,0.61529,0.6046,0.65519,0.70284,0.71313,0.61529,0.53396,0.566,0.62602,0.69856,0.71922,0.57945,0.4412,0.37559,0.21571,0.11639,0.27607,0.38837,0.18432,-0.22622,-0.79825,-1.5015,-2.1865,-3.021,-3.7624,-4.249,-3.9885,-2.8799,-2.4264,-0.89743
2,-0.11716,-0.73386,-1.1179,-1.5887,-1.5774,-1.4031,-0.98262,-0.34913,-0.11876,-0.036639,0.27765,0.45873,0.42443,0.43409,0.47585,0.49374,0.39527,0.41121,0.47095,0.46706,0.47747,0.46804,0.41757,0.4923,0.43172,0.36786,0.37787,0.39687,0.37189,0.43009,0.48189,0.36037,0.319,0.42007,0.37214,0.32878,0.33388,0.31006,0.29035,0.29097,0.29811,0.3217,0.35046,0.27205,0.339,0.31942,0.33519,0.30073,0.32195,0.41928,0.42213,0.38101,0.38186,0.50602,0.59347,0.54525,0.64183,0.61702,0.55119,0.50883,0.46115,0.53667,0.50645,0.4537,0.5452,0.49988,0.37658,0.38659,0.46675,0.43451,0.41169,0.35948,0.39188,0.3021,0.23241,0.24344,0.1498,0.16039,0.19009,0.20161,0.26211,0.26828,0.24936,0.25603,0.32197,0.35845,0.42011,0.44476,0.39333,0.36997,0.41061,0.37034,0.42671,0.37119,0.40473,0.46928,0.37326,0.32726,0.35713,0.47673,0.34474,0.3335,0.37365,0.58569,0.66304,0.65273,0.77944,0.85924,0.89992,0.97935,1.1154,1.0763,0.96157,0.80237,0.64221,0.60907,0.47268,0.27847,0.02545,-0.17694,-0.47764,-0.74771,-0.69092,-0.72974,-0.83789,-0.93181,-1.1594,-1.4823,-1.5775,-1.494,-1.6637,-2.1381,-2.5507,-2.7284,-3.4454,-4.2674,-4.2825,-3.5965,-2.4799,-2.0875
1,-1.265,-3.7549,-4.5309,-4.191,-3.2993,-2.3677,-1.8237,-1.6091,-0.76668,-0.44483,-0.54148,-0.48821,-0.43382,-0.42098,-0.46843,-0.41158,-0.45904,-0.49669,-0.43915,-0.46786,-0.49848,-0.46612,-0.57435,-0.54703,-0.55704,-0.61258,-0.68852,-0.7067,-0.65104,-0.65738,-0.73431,-0.76965,-0.84048,-0.81767,-0.75796,-0.81963,-0.84188,-0.7944,-0.7334,-0.67285,-0.59892,-0.49767,-0.52236,-0.31518,-0.2338,-0.090262,-0.045826,0.029121,0.042436,0.060661,-0.033704,0.12177,0.098813,0.12091,0.10942,0.12635,0.15803,0.10281,0.21505,0.22872,0.19778,0.22061,0.20207,0.26215,0.2541,0.3249,0.37514,0.41815,0.55012,0.49072,0.47415,0.59293,0.65889,0.6646,0.59403,0.70115,0.73288,0.69394,0.61768,0.71961,0.67626,0.54196,0.49158,0.51896,0.50301,0.46481,0.52473,0.43977,0.40773,0.32527,0.33355,0.35859,0.33762,0.31783,0.36783,0.38032,0.35027,0.64344,0.80536,0.97529,1.0424,1.1141,1.4703,1.6503,1.7326,1.6433,1.4831,1.3108,1.1206,0.90578,0.73739,0.53682,0.15155,-0.14876,-0.15883,-0.26845,-0.32032,-0.23208,-0.27203,-0.15578,-0.2282,-0.17152,-0.22197,-0.29946,-0.29896,-0.25938,-0.15393,-0.19018,0.038322,0.33343,0.91682,1.2984,1.4734,1.9888,2.0322,1.6038,0.9765,0.54086,0.88851,0.22557
1,0.47632,-1.8493,-3.4485,-4.3789,-4.2343,-3.0045,-1.959,-1.843,-0.97543,-0.33231,-0.33702,-0.41536,-0.32939,-0.35239,-0.44309,-0.42128,-0.44783,-0.3677,-0.49668,-0.5061,-0.55605,-0.53156,-0.58811,-0.68992,-0.66931,-0.76994,-0.74204,-0.79255,-0.90288,-1.0395,-1.0329,-1.0429,-1.1823,-1.1393,-1.194,-1.1934,-1.1215,-1.121,-1.1741,-0.95885,-0.87989,-0.81177,-0.68887,-0.56074,-0.47078,-0.38532,-0.36246,-0.20967,-0.16982,-0.19839,-0.11197,-0.20373,-0.13353,-0.17615,-0.18188,-0.025544,-0.15408,-0.14396,-0.076152,-0.030256,-0.1022,-0.065608,0.13992,0.22511,0.28225,0.20491,0.29476,0.44062,0.43594,0.675,0.66569,0.67561,0.61823,0.60317,0.60344,0.67154,0.69437,0.54921,0.70075,0.59516,0.55794,0.62311,0.45825,0.52839,0.52698,0.46696,0.51312,0.48838,0.47168,0.44449,0.40437,0.47804,0.46312,0.45935,0.47906,0.39868,0.46894,0.44114,0.48382,0.54225,0.56042,0.5458,0.5499,0.7297,0.69255,0.8178,1.3429,1.6891,1.6165,1.5506,1.2907,1.1734,1.0297,1.1925,0.98289,0.6975,0.23563,0.16716,0.084729,0.10391,0.22212,0.22059,0.26545,0.15802,0.14222,0.31834,0.23557,0.23948,0.27179,0.30994,0.947,1.8168,1.8111,1.4675,1.1141,0.74065,0.7352,0.76718,1.6924,0.94784
2,0.69784,0.53307,0.1208,-0.51818,-0.983,-1.1483,-1.5103,-1.7688,-1.8377,-1.4313,-0.91879,-0.611,-0.42544,-0.37764,-0.1705,0.16609,0.40623,0.44077,0.40813,0.4196,0.46345,0.43072,0.42317,0.44445,0.43242,0.37957,0.34387,0.38812,0.4572,0.31224,0.34296,0.30149,0.25463,0.25163,0.28719,0.25587,0.21343,0.2142,0.18342,0.23704,0.20716,0.20666,0.12074,0.16897,0.21485,0.096766,0.13932,0.081826,0.082423,0.13219,0.059387,-0.025567,0.017599,-0.0317,-0.038824,-0.025435,-0.061121,-0.041448,-0.096073,-0.064803,-0.073477,-0.082747,-0.052806,-0.0053982,-0.023602,0.0063233,0.0071656,0.063178,0.075694,0.054291,0.12983,0.18631,0.20034,0.25329,0.31976,0.27789,0.31511,0.3995,0.36964,0.37944,0.41411,0.34559,0.42754,0.45742,0.49422,0.47877,0.45184,0.54618,0.5329,0.5505,0.52941,0.56891,0.52203,0.56163,0.58415,0.57359,0.60266,0.67371,0.68346,0.66878,0.66205,0.62144,0.64803,0.65162,0.71695,0.7366,0.73515,0.76445,0.81215,0.8088,0.78757,0.7937,0.90147,0.90189,0.91981,0.88827,0.86754,0.84576,0.8917,0.86842,0.6745,0.46667,0.39213,0.44491,0.40971,0.093492,-0.16538,-0.38473,-0.69065,-0.962,-1.1584,-1.3363,-1.7079,-2.1354,-2.7416,-3.0505,-3.8102,-4.3145,-4.7598,-3.806
1,-0.75151,-2.5494,-3.2639,-3.9167,-4.0652,-3.5888,-2.6797,-1.9067,-1.5586,-1.2132,-0.57812,-0.39164,-0.39952,-0.41711,-0.33602,-0.36271,-0.37126,-0.39575,-0.34168,-0.37288,-0.35099,-0.42406,-0.53131,-0.3965,-0.43793,-0.39246,-0.36069,-0.40947,-0.43685,-0.55338,-0.55926,-0.54821,-0.59444,-0.64228,-0.68269,-0.57883,-0.60861,-0.60804,-0.46914,-0.50566,-0.55876,-0.48277,-0.4312,-0.35745,-0.26343,-0.19903,-0.18047,-0.17991,-0.037615,0.030645,-0.093487,-0.0066271,0.04002,0.057775,0.14495,0.065921,0.010441,0.081846,0.095719,0.086959,0.14725,0.11178,0.15327,0.22134,0.19081,0.23418,0.36239,0.37744,0.33892,0.3517,0.3522,0.38636,0.4284,0.51352,0.56616,0.48933,0.55746,0.55438,0.62736,0.6386,0.60139,0.61294,0.55298,0.56461,0.54713,0.51005,0.58625,0.5104,0.52555,0.55876,0.55362,0.54021,0.40027,0.48353,0.67555,0.6825,0.88216,1.0148,1.1069,1.3906,1.6508,1.8115,1.9076,2.0465,1.9691,1.889,1.6947,1.46,1.2311,1.0829,0.81318,0.28039,-0.028525,-0.16085,-0.12676,-0.23552,-0.23005,-0.2053,-0.18539,-0.22375,-0.26554,-0.088337,-0.12369,-0.14869,-0.13093,-0.17364,-0.12004,0.047675,0.38558,1.2201,1.6559,1.4676,1.2345,0.6402,0.021596,-0.499,-0.3047,0.28504,0.38246,-1.1019
2,0.56855,0.83137,0.74381,0.45875,0.08815,-0.34905,-0.76706,-0.94342,-1.1417,-1.4528,-1.5836,-1.5252,-1.2984,-1.0096,-0.75118,-0.48252,-0.31612,-0.27547,-0.18995,0.032701,0.26824,0.41201,0.46035,0.4032,0.44472,0.50182,0.39818,0.41971,0.44795,0.42108,0.46845,0.43912,0.46953,0.51041,0.50204,0.48513,0.40491,0.45149,0.47821,0.43055,0.46845,0.44684,0.43079,0.4659,0.44114,0.4184,0.42029,0.40677,0.3978,0.37817,0.36835,0.38638,0.36209,0.35823,0.39016,0.38503,0.38554,0.35633,0.2858,0.29431,0.30161,0.24142,0.24536,0.23909,0.22086,0.26824,0.26059,0.24214,0.25543,0.22469,0.21819,0.24899,0.24199,0.23377,0.23179,0.21819,0.26678,0.30096,0.22393,0.2382,0.33498,0.3473,0.38523,0.39794,0.41676,0.50182,0.48013,0.47082,0.53329,0.57915,0.6186,0.62023,0.61801,0.61525,0.62409,0.65197,0.65167,0.6594,0.68056,0.73411,0.75207,0.69141,0.70375,0.70816,0.66197,0.70202,0.73682,0.7341,0.77657,0.77555,0.7187,0.72605,0.74993,0.69801,0.56316,0.43508,0.40347,0.3944,0.37284,0.28773,0.13477,-0.0077432,-0.17655,-0.35539,-0.60032,-0.79951,-0.82817,-1.0223,-1.3748,-1.6791,-2.1175,-2.6764,-3.1235,-3.5168,-3.8876,-4.1029,-3.7848,-2.8545,-1.9952,-0.96813
3,-0.64018,-2.314,-2.6793,-2.9658,-2.9478,-2.7752,-2.1911,-1.4513,-0.94715,-0.86307,-0.61622,-0.18018,-0.045292,-0.036444,0.049612,-0.0051709,0.01804,0.00029991,0.036151,0.1089,0.062333,0.011867,0.012675,0.046138,0.077021,-0.042883,-0.038731,-0.062864,-0.063402,-0.11759,-0.21281,-0.14524,-0.15747,-0.1467,-0.18854,-0.1973,-0.29402,-0.27817,-0.21597,-0.26351,-0.32767,-0.32253,-0.3349,-0.27374,-0.31059,-0.2547,-0.19133,-0.1745,-0.15236,-0.11126,-0.027725,0.045071,0.10073,0.06102,0.083104,0.12125,0.22764,0.14172,0.17792,0.23959,0.29685,0.30324,0.2299,0.26718,0.28194,0.37697,0.3162,0.30465,0.34541,0.35868,0.3827,0.40369,0.36889,0.3152,0.31969,0.41928,0.3644,0.42434,0.44796,0.4343,0.45108,0.45057,0.5061,0.58873,0.54384,0.61717,0.65796,0.70047,0.68925,0.64924,0.65295,0.73489,0.68039,0.65652,0.63098,0.63838,0.67139,0.68913,0.59004,0.65563,0.57597,0.63403,0.54255,0.56347,0.53099,0.55432,0.5479,0.49159,0.63481,0.56717,0.50906,0.47164,0.47555,0.47815,0.50573,0.50487,0.50335,0.60093,0.68356,0.69965,0.68242,0.67222,0.69562,0.89024,0.93522,1.0253,1.1734,1.1979,1.1583,1.3878,1.3521,0.85586,0.15862,-0.60068,-1.3356,-2.5351,-3.8076,-4.3874,-3.498,-2.5685
1,1.8495,0.70555,-1.1893,-2.5129,-3.6429,-3.7343,-2.659,-1.8154,-1.618,-1.0789,-0.089503,-0.10896,-0.18777,-0.27915,-0.20373,-0.26616,-0.33685,-0.3059,-0.2673,-0.37923,-0.28559,-0.38762,-0.48533,-0.45718,-0.53189,-0.61843,-0.73831,-0.77271,-0.85882,-0.82622,-0.89748,-0.93582,-1.104,-1.0574,-1.2465,-1.3168,-1.263,-1.2633,-1.2027,-1.2636,-1.2782,-1.1805,-1.1163,-0.96481,-0.78518,-0.70665,-0.61837,-0.57338,-0.39601,-0.3707,-0.32355,-0.19685,-0.20827,-0.23534,-0.27729,-0.076557,-0.0974,-0.18881,-0.083427,-0.054718,-0.0808,0.06594,0.0011582,0.073714,0.095707,0.029848,0.21326,0.31938,0.23302,0.2704,0.34085,0.35307,0.44889,0.42585,0.44268,0.46197,0.45854,0.49314,0.46169,0.48961,0.44377,0.44697,0.48131,0.43135,0.35284,0.33658,0.30059,0.29691,0.31296,0.33031,0.31188,0.21384,0.18778,0.27505,0.20348,0.13138,0.32794,0.12155,0.24501,0.32405,0.40299,0.67506,1.0652,1.2376,1.1909,1.5483,1.6557,2.0098,2.0912,2.0275,1.8661,1.6689,1.5474,1.0766,0.76519,0.32907,-0.036789,-0.076764,-0.05891,-0.11359,-0.09301,-0.025934,-0.10432,-0.064678,-0.090578,-0.065888,0.033991,0.083803,0.058268,0.064122,0.078347,0.18716,0.82378,1.0895,1.3358,2.0872,2.4693,2.2889,1.2859,1.3784
1,-1.3646,-3.052,-3.7526,-4.6367,-4.2115,-3.0513,-2.0532,-1.6341,-0.98904,-0.33591,-0.33305,-0.28403,-0.30737,-0.28484,-0.26924,-0.29414,-0.24008,-0.30964,-0.31575,-0.37076,-0.35833,-0.43277,-0.40419,-0.45724,-0.50839,-0.53022,-0.51825,-0.5487,-0.6248,-0.70491,-0.72728,-0.81176,-0.76726,-0.753,-0.90092,-0.91096,-0.80532,-0.8129,-0.74584,-0.69621,-0.49836,-0.50409,-0.36222,-0.23211,-0.16726,-0.21706,-0.12544,-0.039949,-0.0037895,0.0043034,0.0082287,-0.012271,0.0061228,-0.068985,0.046402,0.062616,-0.026148,0.081072,0.043241,0.026427,0.036271,0.030842,0.18968,0.15766,0.2717,0.28445,0.37931,0.4349,0.43624,0.51987,0.59601,0.57879,0.70719,0.64616,0.69665,0.65895,0.66662,0.74904,0.67895,0.61748,0.58749,0.68041,0.62633,0.59271,0.5515,0.46903,0.53794,0.48305,0.4401,0.48517,0.42496,0.43747,0.42266,0.40111,0.35848,0.37964,0.42163,0.50281,0.60388,0.75938,0.92347,0.98279,1.1045,1.1413,1.4661,1.6707,1.5296,1.2751,0.87915,0.7566,0.61937,0.5933,0.49892,0.16272,-0.14827,-0.17762,-0.15617,-0.13675,-0.20542,-0.16466,-0.17913,-0.17073,-0.16956,-0.17301,-0.17793,-0.097891,-0.081905,-0.050989,0.019461,0.17268,0.78761,1.5023,1.4864,1.648,2.2178,2.1316,1.3894,0.49914,0.47817,-0.2602
4,-0.025934,-0.73094,-0.96191,-1.5466,-1.9833,-2.3247,-2.5496,-2.5125,-2.3321,-1.9236,-1.3024,-0.73575,-0.51043,-0.53997,-0.39682,0.0013272,0.30352,0.39118,0.41703,0.38532,0.36166,0.45425,0.47877,0.39527,0.38104,0.41585,0.43341,0.47743,0.49732,0.47793,0.50066,0.51695,0.49732,0.50295,0.46677,0.40248,0.36166,0.33865,0.36985,0.37642,0.36166,0.42438,0.43077,0.36087,0.34228,0.34583,0.34158,0.34467,0.34228,0.33217,0.30872,0.30772,0.30352,0.29558,0.33046,0.3057,0.26476,0.28035,0.20419,0.18179,0.24538,0.17664,0.14763,0.20508,0.226,0.24998,0.22931,0.27348,0.30352,0.23375,0.34046,0.38561,0.28414,0.37014,0.40193,0.39957,0.5167,0.53672,0.5692,0.58749,0.55546,0.67271,0.72828,0.67857,0.67173,0.67719,0.73903,0.73091,0.67173,0.77169,0.82073,0.74835,0.76863,0.8007,0.75631,0.76103,0.78801,0.75863,0.75543,0.76954,0.72987,0.69576,0.6991,0.75705,0.82677,0.79948,0.70478,0.64121,0.67173,0.71016,0.6219,0.53651,0.45856,0.33689,0.37101,0.45302,0.38104,0.32945,0.29536,0.15588,0.032205,-0.079273,-0.25757,-0.2763,-0.23911,-0.47239,-0.8015,-1.1383,-1.5957,-2.0747,-2.5379,-2.8784,-3.2817,-3.7198,-3.5479,-2.8618,-1.8282,-0.90123,-0.65171,0.39052
2,-0.0648,-1.0697,-1.8052,-2.2644,-2.4083,-2.5064,-2.391,-2.1886,-1.7799,-1.2691,-0.78716,-0.52069,-0.43017,-0.29843,0.060453,0.34523,0.40795,0.41443,0.47174,0.47219,0.4477,0.41942,0.29533,0.34366,0.31362,0.28478,0.29543,0.33201,0.44996,0.38501,0.30664,0.28669,0.21702,0.25206,0.23649,0.14713,0.16943,0.1904,0.20831,0.14462,0.1425,0.14571,0.068473,0.14286,0.1081,0.13696,0.10954,0.060703,0.015712,-0.00091392,-0.0045664,-0.072618,0.016647,0.064929,0.011097,0.026172,0.033625,0.044571,0.13155,0.18668,0.21212,0.21451,0.2029,0.26919,0.27127,0.27078,0.36893,0.31607,0.37678,0.41407,0.42572,0.43939,0.48502,0.63865,0.57833,0.4993,0.46524,0.45883,0.48375,0.4669,0.4812,0.50758,0.46122,0.47976,0.49989,0.52762,0.53713,0.4767,0.60322,0.5497,0.5305,0.54993,0.46493,0.47558,0.51729,0.56128,0.53433,0.4822,0.49026,0.60328,0.59979,0.63356,0.70936,0.73014,0.64755,0.63532,0.73484,0.70739,0.76295,0.70817,0.65916,0.79999,0.73558,0.74375,0.76717,0.65766,0.58925,0.4472,0.4674,0.52023,0.4885,0.45628,0.40092,0.32146,0.28575,0.32463,0.46207,0.56614,0.4582,0.19096,-0.26489,-0.91672,-1.5357,-2.1114,-3.2566,-3.9374,-4.3518,-3.6565,-3.0267,-1.8266
1,-0.19098,-2.2706,-3.6131,-4.2635,-3.8575,-3.1792,-2.1734,-1.6113,-1.3238,-0.64513,-0.38508,-0.29174,-0.3677,-0.41991,-0.44615,-0.39533,-0.38633,-0.45659,-0.41021,-0.47037,-0.45818,-0.51428,-0.57181,-0.51192,-0.51887,-0.57697,-0.61458,-0.67393,-0.71558,-0.784,-0.82599,-0.91931,-0.90503,-0.93295,-0.98076,-1.0565,-0.96715,-0.90787,-0.87894,-0.82335,-0.79127,-0.74537,-0.67556,-0.551,-0.46336,-0.48809,-0.33323,-0.22996,-0.18259,-0.11887,-0.085528,-0.045508,-0.11376,-0.13718,-0.054925,-0.047098,-0.055186,0.031195,0.040725,0.02533,0.041965,0.029096,0.032219,0.098974,0.14532,0.20301,0.2039,0.19407,0.33511,0.23512,0.29837,0.33894,0.43141,0.4908,0.4769,0.53168,0.58628,0.51806,0.44115,0.4814,0.41306,0.45067,0.4894,0.43243,0.45191,0.49042,0.55699,0.42037,0.37957,0.41245,0.38467,0.35243,0.44699,0.47513,0.48201,0.66164,0.67072,0.89417,1.0157,1.093,1.3236,1.4795,1.7312,1.74,1.6193,1.514,1.3826,1.3135,1.1036,0.86073,0.69696,0.37708,0.14165,-0.056935,-0.044297,0.027876,-0.034871,0.083271,-0.0078122,-0.016763,-0.012305,0.036865,0.073256,0.085339,0.060941,0.061475,0.031908,0.1358,0.34694,0.87958,1.2369,1.0633,1.415,1.6412,1.7061,1.4737,1.3643,1.7232,1.7117,-0.039746
